"","x"
"3645","Multe până la rai, dar până-n iad e numai un gard ş-ăla-i tot spart."
"3646","S-a dus la rai cu cerga în cap."
"3647","El mănâncă joia post şi vinerea carne."
"3648","Aude clopotul, dar nu ştie de unde."
"3649","Când se trage clopotul cel mare, cele mici nu se mai aud."
"3650","Clopotul numai atunci sună, când îl tragi."
"3651","Cu dreapta pe Evanghelie jură şi cu stânga fură."
"3652","Dă din mâini şi ceru-ţi va ajuta."
"3653","Dreptul e duşmănit de toţi păcătoşii."
"3654","Greşeala are şi iertare."
"3655","Iartă pe toţi, numai pe tine nu."
"3656","Iertarea e răzbunarea cea mai bună."
"3657","La ce-i bună pocăinţa după moarte?"
"3658","A venit vremea de-apoi, încărcată cu nevoi."
"3659","Răbdarea-i mântuire."
"3660","Unde vezi mătănii multe, departe să nu te muşte."
"3661","A dezlegat sacul şi a văzut pe dracul."
"3662","Când geme mortul şi dracul moare de necaz."
"3663","Ce-şi face omul singur, nici dracu' nu-i desface."
"3664","Cine caută pe dracu', întotdeauna îl găseşte."
"3665","Cine nu caută pe dracul, îl găseşte, darmite cine îl caută?"
"3666","Cine pune cu dracul în plug, scoate boii fără coarne."
"3667","Cine se joacă cu dracu', dă şi peste tat-său."
"3668","Cu dracul n-o poţi duce-n capăt."
"3669","Cum e dracu', aşa-i şi tată-său."
"3670","De la dracul tămâie nu scoţi."
"3671","Drac mort n-a văzut nimeni vreodată."
"3672","Dracul când a îmbătrânit, atunci s-a călugărit."
"3673","Dracul când n-are de lucru, îşi aprinde luleaua."
"3674","Dracul când n-are de lucru, îşi cântăreşte coada."
"3675","Dracul îşi ţine capul în poalele măsii şi cu coada răstoarnă carele."
"3676","Dracul nu e aşa de negru cum îl zugrăvesc oamenii."
"3677","Dracul nu face biserici, nici puţuri pe la răspântii."
"3678","Dracul şade şi în vârful acului."
"3679","Dracul toate ar vrea să fie, numai ucenic nu."
"3680","Dracului la crâşmă-i place, că la biserică n-are ce face."
"3681","Dracului nu-i pasă dacă faci una sau mai multe cruci."
"3682","Dracu' stă în deal şi prăvale carul în vale."
"3683","Dracu-şi bate joc de om la bătrâneţe."
"3684","Dracu' zace în inima prostului."
"3685","E bine să fii stângaci ca să împuşti pe dracu'."
"3686","Făina dracului se preface toată în tărâţe."
"3687","Fă-te frate şi cu dracul, până treci podul."
"3688","Fă-ţi cruce mare, că e dracu' bătrân."
"3689","Fuge ca dracul de scăldătoare."
"3690","Fuge ca dracul de tămâie."
"3691","Fuge de dracu' şi dă peste satana."
"3692","Ia pe dracu-n braţe până treci gârla."
"3693","I-a pierdut dracul măsura."
"3694","Iese dracu' dintr-o bortă c-un papuc şi c-o ciubotă."
"3695","În balta liniştită trăieşte dracul."
"3696","În inima omului tăcut stă dracul ascuns."
"3697","În inima smeritului şade dracul greceşte."
"3698","În tacul zace dracul."
"3699","Înveţi pe dracu' să dea cu puşca."
"3700","Mănâncă sfinţi şi fată (scuipă) draci."
"3701","Mic ca acul şi rău ca dracul."
"3702","N-a rupt dracul degeaba opincile până i-a adunat."
"3703","Nu-i aşa de negru dracul, cum îl fac babele."
"3704","Nu-i dracul drac, ca străinul în conac."
"3705","Nu poţi fi şi cu dracul în buzunar şi cu sufletul în rai."
"3706","Nu se fură tămâie de la dracu'."
"3707","Nu te băga-n cârd cu dracul."
"3708","Omul când suspină, şi dracului i-e milă."
"3709","Parcă a arat dracul cu ei."
"3710","Parcă i-a înjugat dracul."
"3711","Parcă-i naiba pe uscat."
"3712","Parcă-i scapără dracu-n fălci."
"3713","Pe dracu' a căutat, pe dracu' l-a găsit."
"3714","Pe dracu' du-l la cruce ori nu-l duce, om de pace nu îl vei face."
"3715","Pe dracu' nici să-l vezi, nici să te vadă."
"3716","Râde dracul de porumbrele negre şi nu se vede pe el."
"3717","Râde om de om şi dracul râde de toţi."
"3718","Sari şi în spatele dracului până vei trece gârla."
"3719","Scoate, drace, ce-ai furat că te bat spânzurat, cu măciuca tot în cap."
"3720","Şade ca dracul pe comoară."
"3721","Şade dracul în baltă şi râde de altul."
"3722","Şi-a rupt dracul opincile."
"3723","Şi dracul pare frumos când e tânăr."
"3724","Trăieşte ca dracu-n apă mică."
"3725","Ţi-e milă de drac şi el scoate coarne."
"3726","Unde baba face, dracul nu desface."
"3727","Unde-i mai mare sfada, acolo-şi vâră dracul coada."
"3728","Unul trage la dracu' şi altul la tată-său."
"3729","Ziua se arată sfântă şi noaptea ţine pe dracul în braţe."
"3730","Cântă ca un popă aghezmuit."
"3731","E botezat cu zeamă de varză."
"3732","Parcă a fost botezat de-un popă beat."
"3733","Omul acesta e cruce de biserică."
"3734","E flămând ca un popă."
"3735","A fugit de popa şi a dat peste dracul."
"3736","Umblă ca fuiorul popii."
"3737","Şi-a pus capul sănătos sub Evanghelie."
"3738","Câinele uneori intră în biserică, dar nici biserica nu se spurcă, nici câinele nu se sfinţeşte."
"3739","Când popii n-au de lucru, botează viţei."
"3740","Când vrea Domnul vine şi dracul cu colaci."
"3741","Câte un colac, câte un pitac, popa umple un sac."
"3742","Ce mi-e popa Stan, ce mi-e Stan popa."
"3743","Cine altarului slujeşte, din altar mănâncă."
"3744","Cine botează, cutează."
"3745","Cu popa şi cu ţiganii totdeauna să trăieşti bine."
"3746","Dascălul e cu ochii la Dumnezeu şi cu mâna în punga omului."
"3747","Dă-ţi, popă, pintenii şi bate iapa cu călcâiele."
"3748","De popă nu scapi nici mort."
"3749","De pupat, de sărutat, popa nu ne dă păcat."
"3750","Desagii popii sunt totdeauna plini."
"3751","Dracul nu face biserici."
"3752","El popă, el preuteasă."
"3753","Era să-i cânte popa, dar a sărit groapa."
"3754","E uşor cu foalele plin a predica de post."
"3755","Fereşte-te de popă spân şi fără nevastă."
"3756","Fiecare caută să aibă icoană la care să se închine."
"3757","Fiecare voieşte a avea biserica lui."
"3758","Gâtul popii, litră dreaptă."
"3759","Gustul dascălului nu-i ca al preutesei."
"3760","Hatârul popii hotar n-are."
"3761","Hopa, hopa, joacă popa, u-iuiu şi dascălu'."
"3762","În burta unui popă s-a găsit şi un fier de plug."
"3763","Mai bine eu cu pandurul şi el cu popa, decât eu cu popa şi el cu pandurul la cap."
"3764","Mâine vom vedea cine-i popă şi cine-i porc."
"3765","Pe roată de aur se învârte legea."
"3766","Limba dreptăţii este de argint."
"3767","Nici toate ale doctorului, nici toate ale duhovnicului."
"3768","Nimeni nu e uşă de biserică."
"3769","Nimeni nu-i cheie de biserică."
"3770","Nu i-a înălbit barba de cărările bisericii."
"3771","Nu-i nici uşă de biserică, nici lemn de icoană."
"3772","Numai popă n-am fost."
"3773","Numai popa poate umbla cu cădelniţa."
"3774","Nu te face popă în biserică străină."
"3775","Nu te juca cu năravul popii."
"3776","Nu tot ce poartă rasă şi camilafcă e călugăr."
"3777","Omului sărac i se stinge lumânarea în biserică."
"3778","Pe dinapoi bun de popă se crede, pe dinainte măgar se vede."
"3779","Pe dracu' la cruce nu-l poţi duce."
"3780","Pentru o babă surdă, popa nu toacă de două ori."
"3781","Popa are mână de luat, nu de dat."
"3782","Popa când slujeşte în altar, tot nu uită de buzunar."
"3783","Popa când tămâieşte, la banii tăi se gândeşte."
"3784","Popa-i cântă aleluia şi el trage cu ochiul la femeia altuia."
"3785","Popa legat nu face bucluc."
"3786","Popa mănâncă la două pomeni şi tot flămând este."
"3787","Popa mănâncă şi de pe viu şi de pe mort."
"3788","Popa până şi-n pridvor caută să aibă izvor."
"3789","Popa plânge când nu are morţi de îngropat."
"3790","Popa spovedeşte şi oiţele zăpăceşte."
"3791","Rasa nu te face călugăr."
"3792","Râde dracul de porumbe negre, şi pe dânsul nu se vede."
"3793","Ruga păcătosului n-ajunge la cer."
"3794","S-a călugărit de mult motanul."
"3795","Sacul popii e fără fund."
"3796","Să crezi în Dumnezeu, dar nici pe dracul să nu-l uiţi."
"3797","Să te ferească Dumnezeu de fată de popă şi de moşie lângă cale."
"3798","E sătul ca şoarecele în biserică."
"3799","Seamănă cu tat-so, numai potcapul îi lipseşte."
"3800","Se bucură ca popa la clopot."
"3801","Se închină la icoane şi cu ochii la cucoane."
"3802","Se scarpină dracul în deal şi trăsneşte păduchele în vale."
"3803","Şi-a găsit icoană să se închine."
"3804","Ştie bine un vlădică pe cine ia de chică."
"3805","Ştie vlădica pe cine popeşte."
"3806","Tăicuţa face la biserici şi nenea le surpă."
"3807","Tipicul se învaţă călcând des pragul bisericii."
"3808","Trebuie dus pe la biserică."
"3809","Ţăranul paşte vaca şi popa o mulge."
"3810","Uite popa, nu e popa."
"3811","E locul unde a dus mutul iapa, surdul roata şi călugărul baba."
"3812","Unde sunt popi mulţi, moare pruncul nebotezat."
"3813","Unuia îi place popa şi altuia preoteasa."
"3814","Văzut-ai vreun drac popă?"
"3815","A jurat cu traista în cap."
"3816","Ce-i drept, nu-i minciună."
"3817","Celui fără de lege, cel fără de suflet îi vine de hac."
"3818","Cine e chezaş, e şi pătimaş."
"3819","Cine jură, lesne minte."
"3820","Cine moşteneşte, plăteşte."
"3821","Cine nu înţelege de cuvânt, nu înţelege nici de ciomag."
"3822","De n-ar fi hoţi, n-ar trebui temniţă."
"3823","Înmulţindu-se păcatul, se naşte pedeapsa."
"3824","La unul fără suflet trebuie unul fără-de-lege, şi la unul fără lege trebuie unul fără suflet."
"3825","Mai bine puţin cu dreptate, decât mult cu strâmbătate."
"3826","Minciuna umblă-n lume, iar dreptatea stă la un loc."
"3827","Nu-i faptă fără răsplată."
"3828","Nu-i vinovat cine mănâncă şapte pite, ci cel ce le dă."
"3829","Obiceiul învechit nu-i uşor de lecuit."
"3830","Orice pravilă e cu deosebirea ei."
"3831","Osânda nu iartă, nici nu trece pe om."
"3832","Păcatul îşi caută vinovatul."
"3833","Pedeapsa la cel nebun e ca doctoria la cel bolnav."
"3834","Pricinile mici gâlcevi mari pornesc."
"3835","Şi minciuna e vorbă, dar vremea descoperă adevărul."
"3836","Tot păcatul îşi caută vinovatul."
"3837","Vinovatul mai mare gură face."
"3838","Trupul e sluga sufletului."
"3839","Drac pe drac nu se trag de cap."
"3840","Nu toate maicile sunt surorile lui Hristos."
"3841","Dumnezeu nu bate cu ciomagul."
"3842","Legile le fac oamenii."
"3843","Lesne-i a judeca pe altul."
"3844","Nu mai e timpul turcului."
"3845","Nu cu ghiocul se face norocul."
"3846","Noaptea ochi n-are."
"3847","Ce-a fost verde s-a uscat, ce-a fost copt s-a scuturat."
"3848","De haram a venit, de haram s-a dus."
"3849","A ajuns treaba să nu se mai încreadă omul nici în cămaşa lui."
"3850","A albit şi pe dracu'."
"3851","A ales până a cules."
"3852","Are nădejde în el ca în şapte boi."
"3853","Are nouă băieri la pungă."
"3854","Are nevoie de el ca de vântul care bate."
"3855","Are obraz de cioric."
"3856","S-a apucat să caute clenci în pepene."
"3857","Caută sfada cu lumânarea."
"3858","Caută sămânţă de vorbă."
"3859","Caută ziua de ieri."
"3860","A căzut cu nasul în terci."
"3861","Vrea să câştige borta covrigului."
"3862","Vrea să câştige mânecile de la jiletcă."
"3863","Acela ce n-are milă de dobitoc nici de om n-are deloc."
"3864","Acel oaspete este mai scump, care ştie când să plece."
"3865","A cerut traista să golească desagii."
"3866","Aici se duce, aici se-ntoarce."
"3867","Aici te bucură, aici te scutură."
"3868","A cui e iapa, e şi mânzul."
"3869","Îl cunoaşte ca pe un cal breaz."
"3870","A coborât milităria din pod."
"3871","Îl cunoaşte de urât şi de frumos."
"3872","Dă cu o mână şi opreşte cu cealaltă."
"3873","Adeseori în dosul unei vorbe dulci se ascunde o inimă otrăvită."
"3874","Adevărul umblă cu capul spart."
"3875","Doarme ca un buştean."
"3876","Adună unde n-a risipit."
"3877","Eşti bun de aldămaş."
"3878","Eşti bun de gură."
"3879","Eşti bun de pus la rană."
"3880","Eşti bun de pus la plug."
"3881","E bun de tăiat măligă."
"3882","E ca un pui de bogdaproste."
"3883","E ca un cal de bătaie."
"3884","Parcă e crescut în bumbac."
"3885","Zici că e crescut în buruienile dracului."
"3886","E cu borşul la foc şi cu peştele în iaz."
"3887","Parcă e cu gheaţa-n sân."
"3888","E fata banului, sora căpitanului."
"3889","Nu trebuie să lăsăm în seama lui Dumnezeu ce stă în puterea noastră."
"3890","Când risipeşte bărbatul, arde casa pe jumătate; când risipeşte femeia, arde toată casa."
"3891","Gura amară nu simte gustul nectarului."
"3892","Bărbaţii nu sunt bine îngrijiţi decât de femeile lor."
"3893","Cei mai mari vrăjmaşi ai omenirii se-nţeleg: lăcomia, lenea, desfătarea, beţia şi iubirea de slavă."
"3894","Inima vitează înfrânge nenorocul."
"3895","Cu suflet viteaz şi cu trup leneş."
"3896","După război se vede capul viteazului şi urma leneşului."
"3897","La om viteaz - arma scurtă."
"3898","Taie mămăliga-n două, de viteaz ce e."
"3899","Apropie-te crâng, depărtează-te câmp."
"3900","Aşteaptă îmbucătura, să i-o dea mură-n gură."
"3901","A visat că s-a-nghimpat şi umbla la picior legat."
"3902","Leneşul fuge de danţ, ca şi câinele de lanţ."
"3903","Cine nu lucrează, să nu mănânce."
"3904","Leneşul ca o piatră aruncată-n tină zace."
"3905","De lene şi de urât, tocmai sub pat s-a vârât."
"3906","De vrei sfat pentru vreo treabă, mergi pe leneş de-l întreabă."
"3907","Mâna care dă, nu se muşcă."
"3908","Prostul nu ştie să preţuiască înţelepciunea; cel care nu iubeşte, nu ştie să preţuiască iubirea."
"3909","Părtinire cu interes nicicum să ţii cuiva, ci dimpotrivă, pe toţi cu ochiul dreptăţii să-i vezi."
"3910","Nu arunca greşeala ta asupra altuia, ci mai bine îndreapt-o."
"3911","Adevărul a grăi nicicum să nu te sfieşti, măcar că la prea puţini vei fi plăcut şi-ascultat."
"3912","Banul, bucuria celor zgârciţi."
"3913","Înaintea celui cărunt să te scoli cu cinstea ta."
"3914","Cinsteşte-i pe bătrâni, dacă vrei să te respecte cei tineri."
"3915","Cine n-aleargă la tinereţe, nu odihneşte la bătrâneţe."
"3916","Să cinsteşti pe cei bătrâni şi de sfat să le mulţumeşti."
"3917","Visul e toiagul bătrâneţilor şi nebunia - toiagul tinereţilor."
"3918","Cel cuprins de băutură nu ştie ce-i iese din gură."
"3919","Fie omul cât de bun, vinul îl face nebun."
"3920","Un om cu suflet mare priveşte pe toată lumea ca pe ai săi."
"3921","Omul bun se înţelege cu cel ce nu face niciun rău; dar cu mult mai bun cel ce poate face rău şi nicicum îl face, şi desăvârşit bun cel ce poate răsplăti cu rău, şi dimpotrivă, răsplăteşte cu bine."
"3922","De omul bun şi de vreme bună nu te mai saturi."
"3923","Bun acela se înţelege ce altuia bine face."
"3924","Nu e destul să aibă omul daruri mari, ci trebuie să mai ştie cum şi când să le arate."
"3925","Nu să cheltuieşti, nici să te zgârceşti la toate peste măsură, ci o cumpănă bună şi dreaptă să păzeşti, ca să nu te căieşti în umbră."
"3926","Preţul omului stă în iscusinţa duhului său şi în cinstea purtării sale."
"3927","Nimic altceva mai scump decât cinstea."
"3928","Nu e destul a lăuda pe cei cinstiţi, trebuie să te şi iei pururea după ei şi să te slujeşti de ei."
"3929","Stomacul este fruntea bolii, iar cumpătarea - fruntea leacurilor."
"3930","Azi întinde pân-o rupe, mâine n-are s-o astupe."
"3931","Cine nu iubeşte, nu ştie ce-i iubirea; cine nu munceşte, nu ştie ce-i munca."
"3932","Greşeala altuia la acela s-o laşi; după ea să nu te iei. Cu iertarea ce tu faci, dobândeşti pe toţi de fraţi."
"3933","Omul îndărătnic le face pe toate pe dos."
"3934","Omul îndărătnic nici cu sine însuşi nu se învoieşte."
"3935","Pe copil să-l luminezi, nu să-l întuneci cu învăţături peste puterea lui."
"3936","Omul cât trăieşte învaţă şi tot moare neînvăţat."
"3937","Cel ce învaţă încontinuu este un om deştept."
"3938","Învăţătura la om e comoară şi munca e cheia ei. Păzeşte bine cheia, ca să nu pierzi comoara."
"3939","Multe mâncăruri, multe boli."
"3940","Mândria, la om, ochii minţii îi orbeşte."
"3941","Mincinos pe mincinos nu poate înşela."
"3942","Gura mincinosului adevăr grăieşte."
"3943","Cine are suflet mare preţuieşte şi măreţia altora."
"3944","Dacă vrei să vinzi aurul ieftin, lumea crede că este aramă."
